Date,Player,Club Name,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity
,,,,[km/h],[deg],[deg],[deg],[deg],[km/h],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[m],[m],[deg],[m],[m],[deg],[m],,,[g/L],[deg C],[kPa],[%]
11/09/2025 13:59:30,Robban,,7 Iron,115.59232543385448,5.137208461761475,-12.369675636291504,-0.7635563015937805,11.606119155883789,134.28357024648363,1.1616997040458785,33.972904205322266,-2.174983024597168,1503.0008544921875,527.954833984375,1593.0311279296875,Estimated,-19.354700088500977,24.368385314941406,107.65670013427734,-6.6982879638671875,-12.557159423828125,119.90386199951172,-7.099979400634766,-14.820260047912598,,,1.1957287,21.11,101.0,0
11/09/2025 14:04:38,Robban,,7 Iron,121.40297599773638,2.3010330200195312,-15.7872314453125,-7.600968837738037,8.186262130737305,144.91391910304438,1.19366035232733,32.11713409423828,-8.219017028808594,3329.166748046875,1106.2086181640625,3508.140380859375,Measured,-18.380510330200195,27.735883712768555,110.57671356201172,-15.720739364624023,-29.960613250732422,118.9423828125,-16.02975845336914,-32.84433364868164,,,1.1806624,16.11111,98.72543,100
11/09/2025 14:05:23,Robban,,7 Iron,118.3357192352332,-0.138887420296669,-16.309431076049805,,49.72418212890625,116.06339134118144,0.9807976162333986,28.98409652709961,25.40688705444336,1000.0000610351562,-577.3502197265625,1154.7005615234375,Estimated,30.0,13.293180465698242,81.72435760498047,30.351253509521484,41.295291900634766,96.79109954833984,30.946760177612305,49.77398681640625,,,1.1806624,16.11111,98.72543,100
11/09/2025 14:08:41,Robban,,7 Iron,122.24272904907846,2.294813632965088,-2.4466869831085205,11.704303741455078,14.15099048614502,145.15548079944347,1.187436520180811,16.637636184692383,9.308034896850586,1236.0008544921875,-713.60546875,1427.2109375,Measured,30.000001907348633,8.811078071594238,96.58269500732422,13.903058052062988,23.206871032714844,122.34342193603516,14.843344688415527,31.34158706665039,,,1.1806624,16.11111,98.72543,100
11/09/2025 14:13:50,Robban,,7 Iron,134.059984915098,0.2293604016304016,-2.280935049057007,4.668074131011963,6.949008941650391,132.54542466434384,0.9887023689304953,26.836938858032227,3.549055576324463,5354.2353515625,944.3714599609375,5436.880859375,Estimated,-10.002857208251953,19.559295654296875,94.04590606689453,0.20367176830768585,0.33426687121391296,100.43350219726562,-0.01978234015405178,-0.04386141151189804,,,1.1806624,16.11111,98.72543,100
11/09/2025 14:15:47,Robban,,7 Iron,130.51526271425467,-5.742527961730957,-3.9159836769104004,0.8933814167976379,4.809365272521973,143.54829214378816,1.099858278323107,26.062440872192383,0.243848517537117,2725.292724609375,745.6964111328125,2825.470458984375,Estimated,-15.302752494812012,20.718175888061523,112.66368865966797,-4.398770809173584,-8.641035079956055,124.1871109008789,-4.799671173095703,-10.391103744506836,,,1.1806624,16.11111,98.72543,100
11/09/2025 14:16:10,Robban,,7 Iron,119.16940234514217,,19.999998092651367,-4.157988548278809,-24.15798568725586,142.457364366628,1.195418971339963,24.802928924560547,-0.9129262566566467,3655.866943359375,167.4661102294922,3659.700439453125,Estimated,-2.6227428913116455,20.052600860595703,108.84827423095703,-1.8734618425369263,-3.5586416721343994,119.13197326660156,-1.9340115785598755,-4.020594120025635,,,1.1806624,16.11111,98.72543,100
11/09/2025 14:28:47,Robban,,7 Iron,151.14246178866728,3.2716658115386963,-4.409764289855957,-9.44823932647705,-5.038475036621094,173.0474796650436,1.1449296089076852,18.136707305908203,-8.31277847290039,4247.7802734375,-1898.2598876953125,4652.63671875,Measured,24.07904624938965,21.13688087463379,134.6323699951172,1.1462005376815796,2.693223714828491,144.92440795898438,1.86770761013031,4.723559379577637,,,1.180105,16.11111,98.679146,100
11/09/2025 14:37:52,Robban,,Driver,186.51897309927463,,,,0.0,194.47173620727898,1.0426378237873501,12.359889030456543,-12.470748901367188,3977.884521484375,362.664794921875,3994.382568359375,Measured,-5.209270477294922,19.065340042114258,159.1278839111328,-15.510287284851074,-42.55263900756836,172.18577575683594,-15.592092514038086,-46.28128433227539,,,1.180105,16.11111,98.679146,100
11/09/2025 14:38:30,Robban,,Driver,161.9107026857933,-0.174016073346138,2.724071502685547,-3.9094412326812744,-6.633512496948242,192.2340838836313,1.1872846000593555,20.0820255279541,-2.8704490661621094,5794.50390625,-982.0154418945312,5877.12744140625,Measured,9.618730545043945,33.02246856689453,151.16542053222656,1.9353268146514893,5.105059623718262,157.91835021972656,2.1275289058685303,5.862606048583984,,,1.180105,16.11111,98.679146,100
