Date,Player,Club Name,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity
,,,,[km/h],[deg],[deg],[deg],[deg],[km/h],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[m],[m],[deg],[m],[m],[deg],[m],,,[g/L],[deg C],[kPa],[%]
10/09/2025 18:51:57,Robban,,6 Iron,139.27330929668457,2.4177610874176025,-8.740517616271973,-0.9298503994941711,7.810667037963867,178.7720798827267,1.2836061754079566,16.608182907104492,-1.85747492313385,5914.81103515625,63.98659133911133,5915.1572265625,Estimated,-0.6198031902313232,23.5678768157959,138.0947265625,-2.3481040000915527,-5.658046245574951,145.80979919433594,-2.3474371433258057,-5.972339630126953,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:52:28,Robban,,6 Iron,142.22200994065375,-3.267616033554077,12.320494651794434,2.7104978561401367,-9.609996795654297,164.82871030011768,1.1589535991573823,15.928169250488281,3.7680909633636475,5620.73681640625,-812.7958374023438,5679.20068359375,Estimated,8.228312492370605,17.9283447265625,123.53288269042969,7.636096954345703,16.4151554107666,132.36697387695312,7.826314926147461,18.02450180053711,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:53:03,Robban,,6 Iron,145.22409036369643,5.455225467681885,-10.281072616577148,2.662407875061035,12.943480491638184,175.70535870329115,1.2098912670980275,4.783167362213135,0.9005225300788879,3919.570068359375,-166.2146759033203,3923.0927734375,Measured,2.4282500743865967,4.658806324005127,108.1558609008789,1.6020554304122925,3.0237672328948975,137.96392822265625,1.7514479160308838,4.2167229652404785,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:53:26,Robban,,6 Iron,134.35444573909965,-5.362177848815918,2.3490259647369385,15.413485527038574,13.064459800720215,111.89674733562947,0.8328473741235154,18.871793746948242,12.954914093017578,3212.499267578125,-1127.4593505859375,3404.602294921875,Estimated,19.33904266357422,7.202792644500732,65.90099334716797,17.304893493652344,19.602657318115234,79.80635833740234,17.9417724609375,24.584365844726562,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:54:12,Robban,,6 Iron,137.30600282609618,-2.986351728439331,-0.44351860880851746,6.676756858825684,7.120275497436523,169.42182948939185,1.2338996548022139,18.309289932250977,5.428943634033203,6914.50439453125,-1096.04736328125,7000.8349609375,Estimated,9.007254600524902,23.05320930480957,125.71332550048828,10.508654594421387,22.928091049194336,131.8124237060547,10.640833854675293,24.33942413330078,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:54:46,Robban,,6 Iron,138.80401493335054,-2.0212485790252686,-2.297666072845459,0.5583271980285645,2.8559932708740234,167.67514204396838,1.2079992219568063,14.880350112915039,0.17112258076667786,8249.0,-1274.6781005859375,8346.904296875,Measured,8.784163475036621,18.989696502685547,120.32225036621094,4.581120491027832,9.610235214233398,126.2796630859375,4.757569789886475,10.473708152770996,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:55:18,Robban,,6 Iron,138.3910803882099,-1.433469533920288,-4.171010494232178,-1.2523828744888306,2.9186277389526367,173.54993897987302,1.2540543689162387,8.657491683959961,-1.5506417751312256,3438.494140625,-548.4424438476562,3481.9580078125,Measured,9.062384605407715,8.31109619140625,121.0342788696289,1.1685187816619873,2.468064785003662,144.1197509765625,1.6223268508911133,4.080324649810791,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:55:50,Robban,,6 Iron,133.9562603276675,,,,0.0,167.16393487236772,1.2478993849445457,13.070119857788086,-1.0942436456680298,5891.2880859375,-194.15347290039062,5894.486328125,Measured,1.8875585794448853,15.371779441833496,123.52442932128906,-0.34886592626571655,-0.7523655295372009,133.277099609375,-0.2866736650466919,-0.6674885153770447,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:56:52,Robban,,5 Iron,144.42100415313806,2.9088497161865234,0.9246765971183777,2.555800199508667,1.6311235427856445,187.4556941516556,1.2979808252329095,15.712958335876465,2.215094566345215,5963.26904296875,-781.2718505859375,6014.22998046875,Measured,7.464038848876953,24.937042236328125,145.7940216064453,6.291643142700195,15.977418899536133,153.3888702392578,6.433553218841553,17.187366485595703,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:57:27,Robban,,5 Iron,184.52259408114347,,-11.388493537902832,-0.5835086703300476,10.804985046386719,192.19887273015962,1.0416007518604498,15.897467613220215,-1.9043153524398804,7411.56982421875,-694.8839111328125,7444.07373046875,Measured,5.356202125549316,28.060644149780273,145.0079803466797,0.9082753658294678,2.2993175983428955,150.30821228027344,1.0038570165634155,2.63327956199646,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:58:15,Robban,,5 Iron,142.86218276835925,5.233592510223389,-4.163895130157471,4.690804958343506,8.854700088500977,176.77910662358968,1.2374100913061388,19.15221405029297,3.332118034362793,6342.79248046875,-385.24322509765625,6354.48095703125,Estimated,3.4757137298583984,26.63894271850586,134.86737060546875,5.5114264488220215,12.95330810546875,141.24957275390625,5.547966003417969,13.655884742736816,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:58:51,Robban,,5 Iron,146.2604710653536,5.977200031280518,2.2200863361358643,3.8538174629211426,1.6337311267852783,172.1776790303177,1.1771989914717524,17.296279907226562,3.443405866622925,5269.22021484375,-1376.1090087890625,5445.94873046875,Estimated,14.636446952819824,21.20668601989746,132.04354858398438,10.388472557067871,23.81031036376953,140.68775939941406,10.728347778320312,26.189453125,,,1.1947999,18.88889,100.7207,68
10/09/2025 18:59:47,Robban,,5 Iron,137.08973712996809,-4.853517055511475,-3.8109874725341797,7.0367751121521,10.847763061523438,147.9799811033198,1.0794387982743536,17.223127365112305,5.303309440612793,4380.32666015625,-571.2318725585938,4417.41650390625,Estimated,7.429927825927734,14.044468879699707,107.81869506835938,8.185995101928711,15.352005958557129,118.91320037841797,8.379487037658691,17.32908058166504,,,1.1947999,18.88889,100.7207,68
10/09/2025 19:00:16,Robban,,5 Iron,141.19104000126956,-1.7939800024032593,0.12054374814033508,4.659821510314941,4.53927755355835,169.1076070234847,1.1977219448342056,15.866484642028809,3.842766761779785,2171.1611328125,1253.520263671875,2507.040771484375,Measured,-30.0,13.747447967529297,128.86375427246094,-4.167908191680908,-9.365789413452148,147.32464599609375,-5.2225470542907715,-13.410148620605469,,,1.1947999,18.88889,100.7207,68
10/09/2025 19:00:43,Robban,,5 Iron,145.15289901439954,-6.511725902557373,-2.199371576309204,11.479222297668457,13.678593635559082,161.76093168744603,1.114417505856352,18.490371704101562,9.154092788696289,6054.13671875,-1400.487548828125,6214.01123046875,Estimated,13.02497673034668,20.017045974731445,119.92115783691406,15.905567169189453,32.86471176147461,127.14822387695312,16.137449264526367,35.339900970458984,,,1.1947999,18.88889,100.7207,68
10/09/2025 19:01:05,Robban,,5 Iron,141.67103229305695,-0.5027379393577576,-2.130037784576416,-1.5595448017120361,0.5704929828643799,175.502098062677,1.2388001641693271,15.904297828674316,-1.5475707054138184,4010.322021484375,-485.72833251953125,4039.630615234375,Measured,6.905999183654785,19.491756439208984,140.16297912597656,1.152500033378601,2.81931471824646,152.12265014648438,1.3667330741882324,3.6285269260406494,,,1.1947999,18.88889,100.7207,68
10/09/2025 19:01:46,Robban,,5 Iron,141.24621879013432,-2.0092766284942627,1.0404607057571411,3.253207206726074,2.2127466201782227,174.9598545389523,1.238686996633235,17.608543395996094,2.802448034286499,6082.478515625,-566.313720703125,6108.78515625,Estimated,5.319231986999512,23.702014923095703,133.824462890625,5.705575466156006,13.304397583007812,141.0780792236328,5.795826435089111,14.246621131896973,,,1.1947999,18.88889,100.7207,68
10/09/2025 19:02:12,Robban,,5 Iron,145.18201276063976,,-12.035945892333984,2.872211217880249,14.908157348632812,187.70339445398363,1.2928832634621787,17.496728897094727,0.8532776236534119,5948.16357421875,-32.75629425048828,5948.25341796875,Measured,0.31552237272262573,27.919597625732422,146.79696655273438,1.1190760135650635,2.86704421043396,153.93971252441406,1.1180262565612793,3.0039079189300537,,,1.1947999,18.88889,100.7207,68
10/09/2025 19:02:53,Robban,,5 Iron,156.66042307254042,0.9481889009475708,-9.311567306518555,5.300236701965332,14.611804008483887,172.96392870649373,1.1040690770150932,17.132339477539062,3.1886062622070312,4716.25537109375,1055.6517333984375,4832.9560546875,Measured,-12.616705894470215,21.04909324645996,135.0651397705078,-2.0608956813812256,-4.8571882247924805,144.9012451171875,-2.419860363006592,-6.117908477783203,,,1.1947999,18.88889,100.7207,68
